tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
188,Newark Ave,Hamilton Park,29253,Subscriber,1988,30,Male
106,Newark Ave,Grove St PATH,33610,Subscriber,1964,54,Male
1043,Newark Ave,Sip Ave,33559,Subscriber,1983,35,Male
111,Newark Ave,Jersey & 3rd,29253,Subscriber,1972,46,Male
357,Newark Ave,Exchange Place,29308,Subscriber,1985,33,Male
136,Newark Ave,City Hall,29470,Subscriber,1975,43,Male
2467,Newark Ave,Grove St PATH,29526,Subscriber,1979,39,Male
243,Newark Ave,Hamilton Park,33558,Subscriber,1990,28,Male
232,Newark Ave,Hamilton Park,33554,Subscriber,1988,30,Male
2856,Newark Ave,Marin Light Rail,33610,Subscriber,1989,29,Female
2852,Newark Ave,Marin Light Rail,33622,Customer,1969,49,Unknown
599,Newark Ave,Morris Canal,33682,Subscriber,1981,37,Unknown
141,Newark Ave,Grove St PATH,29538,Subscriber,1971,47,Male
369,Newark Ave,Exchange Place,26306,Subscriber,1992,26,Male
352,Newark Ave,Marin Light Rail,29530,Subscriber,1982,36,Male
362,Newark Ave,Paulus Hook,29511,Subscriber,1989,29,Male
195,Newark Ave,Jersey & 3rd,33554,Subscriber,1968,50,Female
185,Newark Ave,Jersey & 3rd,26249,Subscriber,1968,50,Male
635,Newark Ave,5 Corners Library,26151,Subscriber,1990,28,Male
470,Newark Ave,Newport Pkwy,28857,Subscriber,1970,48,Male
248,Newark Ave,Columbus Drive,29271,Subscriber,1970,48,Male
651,Newark Ave,Newport PATH,33660,Customer,1994,24,Male
478,Newark Ave,Hilltop,33580,Subscriber,1994,24,Male
437,Newark Ave,Harborside,33566,Subscriber,1970,48,Male
1306,Newark Ave,Newark Ave,29508,Subscriber,1974,44,Female
141,Newark Ave,Brunswick St,26151,Subscriber,1990,28,Male
512,Newark Ave,Newark Ave,29122,Subscriber,1974,44,Female
179,Newark Ave,Brunswick & 6th,26308,Subscriber,1977,41,Male
208,Newark Ave,JC Medical Center,29533,Subscriber,1969,49,Unknown
154,Newark Ave,Montgomery St,26228,Subscriber,1985,33,Male
174,Newark Ave,Monmouth and 6th,31408,Subscriber,1982,36,Male
511,Newark Ave,Baldwin at Montgomery,33640,Subscriber,1976,42,Male
521,Newark Ave,Paulus Hook,26151,Subscriber,1990,28,Male
531,Newark Ave,Paulus Hook,33634,Subscriber,1988,30,Male
102,Newark Ave,Jersey & 3rd,26306,Subscriber,1982,36,Female
1420,Newark Ave,Riverview Park,33663,Subscriber,1963,55,Female
870,Newark Ave,Harborside,33594,Customer,1969,49,Unknown
142,Newark Ave,Jersey & 6th St,33558,Subscriber,1971,47,Male
104,Newark Ave,Dixon Mills,29243,Subscriber,1970,48,Male
155,Newark Ave,Monmouth and 6th,25100,Subscriber,1978,40,Male
205,Newark Ave,Van Vorst Park,29235,Subscriber,1963,53,Female
158,Newark Ave,Manila & 1st,29122,Customer,1969,49,Unknown
129,Newark Ave,Van Vorst Park,33680,Subscriber,1983,35,Male
439,Newark Ave,Newport Pkwy,29508,Subscriber,1990,28,Male
367,Newark Ave,Washington St,33560,Subscriber,1964,54,Male
665,Newark Ave,Liberty Light Rail,30546,Subscriber,1978,40,Male
286,Newark Ave,Hamilton Park,25330,Subscriber,1987,31,Male
247,Newark Ave,Hamilton Park,29224,Subscriber,1988,30,Male
232,Newark Ave,Hamilton Park,29219,Subscriber,1969,49,Male
146,Newark Ave,Grove St PATH,33670,Subscriber,1983,35,Male
546,Newark Ave,Essex Light Rail,29485,Subscriber,1978,40,Male
213,Newark Ave,Brunswick & 6th,29608,Customer,1969,49,Unknown
438,Newark Ave,Exchange Place,33607,Subscriber,1986,32,Female
238,Newark Ave,Brunswick St,29671,Subscriber,1980,38,Female
210,Newark Ave,Hamilton Park,29268,Subscriber,1985,33,Male
650,Newark Ave,JC Medical Center,29531,Subscriber,1978,40,Male
276,Newark Ave,Montgomery St,33663,Subscriber,1983,35,Female
480,Newark Ave,Grand St,29540,Subscriber,1968,50,Female
464,Newark Ave,Grand St,33558,Subscriber,1963,55,Male
8270,Newark Ave,Newark Ave,29511,Customer,1969,49,Unknown
59464,Newark Ave,Grove St PATH,29458,Customer,1969,49,Unknown
419,Newark Ave,Brunswick & 6th,29531,Subscriber,1979,39,Male
242,Newark Ave,Hamilton Park,29584,Subscriber,1986,32,Female
687,Newark Ave,Newark Ave,29511,Subscriber,1990,28,Male
556,Newark Ave,5 Corners Library,26173,Subscriber,1966,52,Male
124,Newark Ave,Monmouth and 6th,29578,Subscriber,1980,38,Male
260,Newark Ave,Warren St,29583,Subscriber,1988,30,Male
245,Newark Ave,Warren St,33675,Subscriber,1987,31,Female
381,Newark Ave,Washington St,33594,Subscriber,1990,28,Male
93,Newark Ave,Grove St PATH,33559,Subscriber,1972,46,Male
149,Newark Ave,Grove St PATH,33634,Subscriber,1991,27,Male
317,Newark Ave,Harborside,26305,Subscriber,1990,28,Male
111,Newark Ave,Jersey & 6th St,29234,Subscriber,1981,37,Male
108,Newark Ave,Grove St PATH,29243,Subscriber,1982,36,Male
590,Newark Ave,Newport PATH,29591,Subscriber,1978,40,Female
113,Newark Ave,Grove St PATH,26284,Subscriber,1977,41,Male
170,Newark Ave,Grove St PATH,29511,Subscriber,1988,30,Male
177,Newark Ave,Brunswick St,26312,Subscriber,1973,45,Male
1399,Newark Ave,Newark Ave,33654,Subscriber,1976,42,Male
557,Newark Ave,Newport PATH,29272,Subscriber,1976,42,Male
262,Newark Ave,Hamilton Park,29251,Subscriber,1978,40,Unknown
106,Newark Ave,Jersey & 6th St,33670,Subscriber,1971,47,Male
381,Newark Ave,Van Vorst Park,33659,Customer,1999,19,Male
328,Newark Ave,Van Vorst Park,29227,Customer,1969,49,Unknown
202,Newark Ave,Dixon Mills,29197,Subscriber,1976,42,Male
381,Newark Ave,Manila & 1st,26199,Subscriber,1993,25,Female
301,Newark Ave,Marin Light Rail,29121,Subscriber,1972,46,Male
140,Newark Ave,Jersey & 6th St,33586,Subscriber,1990,28,Male
150,Newark Ave,Jersey & 6th St,33670,Subscriber,1990,28,Female
306,Newark Ave,Warren St,26305,Customer,1969,49,Unknown
294,Newark Ave,Warren St,29250,Subscriber,1989,29,Male
433,Newark Ave,York St,29458,Subscriber,1978,40,Male
2822,Newark Ave,Van Vorst Park,33614,Subscriber,1976,42,Male
129,Newark Ave,Brunswick St,26245,Subscriber,1990,28,Male
432,Newark Ave,Monmouth and 6th,29604,Subscriber,1972,46,Male
96,Newark Ave,Dixon Mills,29682,Subscriber,1970,48,Male
1453,Newark Ave,Harborside,26189,Subscriber,1969,49,Unknown
1451,Newark Ave,Harborside,26171,Subscriber,1992,26,Male
558,Newark Ave,Liberty Light Rail,26194,Subscriber,1978,40,Male
214,Newark Ave,Brunswick & 6th,26198,Subscriber,1986,32,Male
300,Newark Ave,Washington St,29538,Subscriber,1990,28,Male
362,Newark Ave,Harborside,26179,Subscriber,1990,28,Male
278,Newark Ave,Marin Light Rail,33675,Subscriber,1989,29,Male
100,Newark Ave,Grove St PATH,29257,Subscriber,1990,28,Male
354,Newark Ave,Exchange Place,29219,Customer,1992,26,Male
428,Newark Ave,Exchange Place,29610,Subscriber,1991,27,Male
167,Newark Ave,Grove St PATH,33571,Subscriber,1991,27,Male
184,Newark Ave,Grove St PATH,29126,Subscriber,56,56,Female
429,Newark Ave,Exchange Place,26296,Subscriber,1980,38,Male
173,Newark Ave,Brunswick St,26207,Subscriber,1974,44,Female
81,Newark Ave,Grove St PATH,26158,Subscriber,1982,36,Male
726,Newark Ave,Dixon Mills,29592,Subscriber,1982,36,Male
90,Newark Ave,Grove St PATH,26223,Subscriber,1973,45,Male
128,Newark Ave,Jersey & 6th St,29495,Subscriber,1978,40,Male
261,Newark Ave,Hamilton Park,29279,Subscriber,1963,65,Female
456,Newark Ave,Exchange Place,33630,Subscriber,1959,59,Female
238,Newark Ave,Hamilton Park,26256,Subscriber,1978,40,Female
879,Newark Ave,Morris Canal,26298,Subscriber,1961,57,Female
314,Newark Ave,Hamilton Park,26157,Subscriber,1978,40,Unknown
572,Newark Ave,Hilltop,29534,Subscriber,1987,31,Male
584,Newark Ave,Newport Pkwy,29206,Subscriber,1993,25,Female
632,Newark Ave,Communipaw & Berry Lane,29644,Subscriber,1969,49,Male
347,Newark Ave,Liberty Light Rail,33604,Subscriber,1989,29,Male
361,Newark Ave,Grand St,26215,Subscriber,1987,31,Male
76,Newark Ave,Van Vorst Park,29592,Subscriber,1986,32,Male
145,Newark Ave,Dixon Mills,26225,Subscriber,1982,36,Female
174,Newark Ave,Brunswick & 6th,26170,Subscriber,1971,47,Male
432,Newark Ave,Liberty Light Rail,26205,Subscriber,1950,68,Male
134,Newark Ave,JC Medical Center,29452,Subscriber,1988,30,Male
128,Newark Ave,Monmouth and 6th,29472,Subscriber,1991,27,Male
2326,Newark Ave,Newport Pkwy,33675,Subscriber,1988,30,Male
2312,Newark Ave,Newport Pkwy,29201,Subscriber,1990,28,Male
345,Newark Ave,Newark Ave,26312,Subscriber,1994,24,Male
139,Newark Ave,JC Medical Center,29547,Subscriber,1984,34,Male
772,Newark Ave,Van Vorst Park,33571,Subscriber,1982,36,Male
174,Newark Ave,Brunswick & 6th,29297,Subscriber,1983,35,Male
447,Newark Ave,Brunswick St,26163,Subscriber,1964,54,Male
92,Newark Ave,Brunswick St,29257,Subscriber,1990,28,Male
379,Newark Ave,Newark Ave,29214,Subscriber,1991,27,Female
237,Newark Ave,Brunswick St,29386,Subscriber,1989,29,Female
460,Newark Ave,Liberty Light Rail,26256,Subscriber,1978,40,Male
307,Newark Ave,Washington St,29578,Subscriber,1964,54,Male
225,Newark Ave,Columbus Drive,26229,Subscriber,1987,31,Female
364,Newark Ave,Washington St,26281,Subscriber,1990,28,Male
447,Newark Ave,Paulus Hook,26312,Subscriber,1991,27,Male
299,Newark Ave,Exchange Place,29214,Subscriber,1976,42,Male
1022,Newark Ave,Harborside,33594,Subscriber,1990,28,Male
181,Newark Ave,Grove St PATH,29681,Subscriber,1976,42,Male
543,Newark Ave,Newark Ave,33634,Subscriber,1969,49,Unknown
112,Newark Ave,Grove St PATH,29621,Subscriber,1972,46,Male
115,Newark Ave,Grove St PATH,26239,Subscriber,1991,27,Male
290,Newark Ave,Exchange Place,26286,Subscriber,1989,29,Male
535,Newark Ave,Paulus Hook,33633,Subscriber,1991,27,Male
302,Newark Ave,Warren St,26246,Subscriber,1989,29,Female
110,Newark Ave,Grove St PATH,33634,Subscriber,1977,41,Male
328,Newark Ave,Hamilton Park,33636,Subscriber,1984,34,Female
229,Newark Ave,Manila & 1st,29627,Subscriber,1982,36,Male
207,Newark Ave,Monmouth and 6th,33614,Subscriber,1982,36,Female
1443,Newark Ave,Dixon Mills,26291,Subscriber,1971,47,Male
486,Newark Ave,Exchange Place,29269,Subscriber,1959,59,Female
207,Newark Ave,JC Medical Center,29583,Subscriber,1975,43,Male
225,Newark Ave,Grove St PATH,29506,Subscriber,1968,50,Male
583,Newark Ave,Lafayette Park,26151,Subscriber,1975,43,Female
127,Newark Ave,Brunswick St,33682,Subscriber,1984,34,Male
261,Newark Ave,Brunswick & 6th,26190,Subscriber,1984,34,Male
253,Newark Ave,Jersey & 6th St,26275,Subscriber,1975,43,Male
271,Newark Ave,Monmouth and 6th,29235,Subscriber,1982,36,Female
363,Newark Ave,Grand St,29589,Subscriber,1980,38,Male
257,Newark Ave,Brunswick & 6th,33622,Subscriber,1985,33,Male
691,Newark Ave,Fairmount Ave,26273,Subscriber,1988,30,Female
814,Newark Ave,Newport Pkwy,26182,Customer,1988,30,Male
171,Newark Ave,City Hall,26315,Subscriber,1976,42,Male
1138,Newark Ave,Lincoln Park,33668,Subscriber,1977,41,Male
195,Newark Ave,Montgomery St,26318,Subscriber,1963,53,Male
172,Newark Ave,Grove St PATH,26211,Subscriber,1981,37,Male
1197,Newark Ave,Astor Place,29466,Customer,1994,24,Male
546,Newark Ave,Communipaw & Berry Lane,26315,Subscriber,1983,35,Male
978,Newark Ave,Communipaw & Berry Lane,29658,Subscriber,1966,52,Female
229,Newark Ave,Brunswick & 6th,29507,Subscriber,1977,41,Male
391,Newark Ave,Washington St,33630,Subscriber,1966,52,Male
69,Newark Ave,Jersey & 3rd,33682,Subscriber,1970,48,Male
341,Newark Ave,Dixon Mills,29439,Subscriber,1980,38,Male
711,Newark Ave,Astor Place,33648,Subscriber,1982,36,Male
835,Newark Ave,Brunswick St,26174,Subscriber,1982,36,Male
381,Newark Ave,Newark Ave,29271,Subscriber,1976,42,Male
465,Newark Ave,Newark Ave,33653,Subscriber,1968,50,Male
1361,Newark Ave,Newark Ave,29452,Subscriber,1960,60,Female
45641,Newark Ave,Lafayette Park,33624,Subscriber,1978,40,Male
356,Newark Ave,Harborside,29271,Subscriber,1990,28,Male
281,Newark Ave,Washington St,33653,Subscriber,1990,28,Male
317,Newark Ave,Exchange Place,33629,Subscriber,1976,42,Male
343,Newark Ave,Paulus Hook,29545,Subscriber,1989,29,Male
86,Newark Ave,Grove St PATH,29275,Subscriber,1972,46,Male
252,Newark Ave,JC Medical Center,31151,Subscriber,1985,33,Female
155,Newark Ave,Grove St PATH,26153,Subscriber,1991,27,Male
382,Newark Ave,Exchange Place,29208,Subscriber,1991,27,Male
103,Newark Ave,Grove St PATH,33580,Subscriber,1952,66,Male
541,Newark Ave,Morris Canal,26171,Subscriber,1991,27,Male
440,Newark Ave,Morris Canal,29122,Subscriber,1992,26,Male
374,Newark Ave,Grand St,33573,Subscriber,1967,51,Male
81,Newark Ave,Grove St PATH,26226,Subscriber,1982,36,Male
365,Newark Ave,Jersey & 6th St,26299,Subscriber,1959,59,Female
607,Newark Ave,Jersey & 3rd,26230,Subscriber,1976,42,Male
236,Newark Ave,JC Medical Center,29251,Subscriber,1978,40,Male
666,Newark Ave,Exchange Place,26230,Subscriber,1964,54,Male
251,Newark Ave,Harborside,29660,Subscriber,1988,30,Male
460,Newark Ave,Washington St,29579,Subscriber,1995,23,Female
1129,Newark Ave,Grove St PATH,33590,Customer,1969,49,Unknown
349,Newark Ave,City Hall,29452,Subscriber,1988,30,Female
539,Newark Ave,Newport PATH,29596,Subscriber,1956,62,Male
4836,Newark Ave,JC Medical Center,33612,Subscriber,1978,40,Male
4815,Newark Ave,JC Medical Center,26211,Customer,1969,49,Unknown
4793,Newark Ave,JC Medical Center,26253,Subscriber,1986,32,Female
241,Newark Ave,Hamilton Park,26204,Customer,1969,49,Unknown
355,Newark Ave,Washington St,29205,Subscriber,1964,54,Male
2301,Newark Ave,Brunswick St,26310,Subscriber,1987,31,Male
2186,Newark Ave,Brunswick St,29579,Subscriber,1983,35,Male
156,Newark Ave,JC Medical Center,33661,Subscriber,1970,48,Female
283,Newark Ave,Hamilton Park,26224,Subscriber,1978,40,Unknown
245,Newark Ave,Montgomery St,33669,Subscriber,1963,53,Male
161,Newark Ave,Monmouth and 6th,29610,Subscriber,1979,39,Male
245,Newark Ave,Hamilton Park,26243,Subscriber,1979,39,Male
179,Newark Ave,Monmouth and 6th,33626,Subscriber,1952,66,Male
305,Newark Ave,Brunswick St,26200,Subscriber,1988,30,Female
995,Newark Ave,Christ Hospital,33679,Subscriber,1984,34,Male
210,Newark Ave,Brunswick & 6th,29296,Subscriber,1983,35,Male
261,Newark Ave,Jersey & 6th St,26200,Subscriber,1985,33,Male
215,Newark Ave,Hamilton Park,26284,Subscriber,1968,50,Male
431,Newark Ave,Marin Light Rail,29270,Subscriber,1988,30,Male
154,Newark Ave,Manila & 1st,29251,Subscriber,1986,32,Male
121,Newark Ave,Jersey & 6th St,29293,Subscriber,1956,62,Male
722,Newark Ave,Oakland Ave,29586,Subscriber,1993,25,Female
168,Newark Ave,Hamilton Park,26215,Subscriber,1981,37,Male
97,Newark Ave,Brunswick St,29288,Subscriber,1975,43,Male
122,Newark Ave,Brunswick St,26254,Subscriber,1967,51,Male
10605,Newark Ave,Brunswick St,29617,Subscriber,1964,54,Male
420,Newark Ave,Hilltop,29205,Subscriber,1977,41,Female
1518,Newark Ave,Newark Ave,29512,Subscriber,1982,36,Male
144,Newark Ave,Brunswick St,26299,Subscriber,1989,29,Female
253,Newark Ave,Warren St,29502,Subscriber,1987,31,Female
249,Newark Ave,Warren St,26205,Subscriber,1988,30,Male
1316,Newark Ave,Newark Ave,33660,Subscriber,1959,59,Female
342,Newark Ave,Harborside,26290,Subscriber,1990,28,Male
324,Newark Ave,Exchange Place,26431,Subscriber,1976,42,Male
209,Newark Ave,Grove St PATH,33660,Subscriber,1976,42,Male
496,Newark Ave,Exchange Place,29512,Subscriber,1991,27,Male
167,Newark Ave,Grove St PATH,29243,Subscriber,1991,27,Male
350,Newark Ave,Exchange Place,29668,Subscriber,1991,27,Male
385,Newark Ave,Essex Light Rail,29660,Subscriber,1989,29,Male
168,Newark Ave,Jersey & 3rd,33661,Subscriber,1960,60,Male
566,Newark Ave,Liberty Light Rail,29654,Subscriber,1950,68,Male
520,Newark Ave,Exchange Place,26253,Subscriber,1969,49,Unknown
104,Newark Ave,Brunswick St,26255,Subscriber,1988,30,Male
350,Newark Ave,Newport PATH,33650,Subscriber,1993,25,Female
194,Newark Ave,Warren St,26199,Subscriber,1982,36,Male
253,Newark Ave,Monmouth and 6th,29600,Customer,1969,49,Unknown
527,Newark Ave,Baldwin at Montgomery,29667,Subscriber,1988,30,Male
540,Newark Ave,Grove St PATH,33603,Subscriber,1971,47,Male
891,Newark Ave,Astor Place,29287,Subscriber,1960,58,Male
176,Newark Ave,Hamilton Park,29586,Subscriber,1985,33,Male
638,Newark Ave,Hamilton Park,33622,Subscriber,1979,39,Male
461,Newark Ave,Grand St,29493,Subscriber,1975,43,Male
513,Newark Ave,Newport PATH,26301,Subscriber,1993,25,Female
681,Newark Ave,Essex Light Rail,29270,Subscriber,1955,63,Female
679,Newark Ave,Essex Light Rail,33634,Subscriber,1955,63,Male
1181,Newark Ave,Lafayette Park,26277,Subscriber,1978,40,Male
367,Newark Ave,Jersey & 6th St,33608,Subscriber,1968,50,Male
1456,Newark Ave,Communipaw & Berry Lane,29217,Customer,1994,24,Male
226,Newark Ave,Hamilton Park,29463,Subscriber,1982,36,Male
223,Newark Ave,Hamilton Park,33650,Subscriber,1988,30,Male
802,Newark Ave,Van Vorst Park,26204,Subscriber,1986,32,Male
129,Newark Ave,Grove St PATH,26306,Subscriber,1964,54,Male
417,Newark Ave,Washington St,29546,Customer,1969,49,Unknown
426,Newark Ave,Washington St,29626,Customer,1969,49,Unknown
142,Newark Ave,Brunswick St,29463,Subscriber,1974,44,Female
425,Newark Ave,Warren St,26200,Subscriber,1988,30,Male
408,Newark Ave,Warren St,29508,Subscriber,1987,31,Female
483,Newark Ave,Marin Light Rail,29294,Subscriber,1992,26,Male
331,Newark Ave,Brunswick & 6th,29520,Subscriber,1990,28,Female
1653,Newark Ave,Harborside,29604,Subscriber,1969,49,Unknown
182,Newark Ave,Hamilton Park,29510,Subscriber,1989,29,Male
651,Newark Ave,City Hall,29531,Customer,1969,49,Unknown
855,Newark Ave,Newport Pkwy,26257,Subscriber,1991,27,Male
215,Newark Ave,Hamilton Park,29199,Subscriber,1980,38,Female
4705,Newark Ave,Newport Pkwy,26195,Customer,1969,49,Unknown
4643,Newark Ave,Newport Pkwy,29219,Customer,1994,24,Male
271,Newark Ave,Monmouth and 6th,29505,Customer,1969,49,Unknown
6039,Newark Ave,Marin Light Rail,29629,Customer,1988,30,Male
5615,Newark Ave,Marin Light Rail,29508,Customer,1989,29,Female
358,Newark Ave,Hamilton Park,29556,Subscriber,1986,32,Male
189,Newark Ave,Brunswick St,26191,Subscriber,1974,44,Female
1671,Newark Ave,Hamilton Park,29552,Customer,1969,49,Unknown
683,Newark Ave,Newport PATH,26235,Subscriber,1992,26,Male
648,Newark Ave,Newport PATH,29518,Subscriber,1992,26,Female
191,Newark Ave,City Hall,33570,Subscriber,1984,34,Male
395,Newark Ave,Newport PATH,29679,Subscriber,1989,29,Male
148,Newark Ave,Brunswick St,26284,Subscriber,1989,29,Female
1554,Newark Ave,Hamilton Park,29580,Subscriber,1973,45,Male
1526,Newark Ave,Hamilton Park,33648,Subscriber,1976,42,Female
262,Newark Ave,Columbus Drive,29608,Subscriber,1981,37,Unknown
3692,Newark Ave,Grove St PATH,26196,Subscriber,1988,30,Male
281,Newark Ave,Washington St,26306,Subscriber,1964,54,Male
474,Newark Ave,Hamilton Park,29296,Customer,1987,31,Male
443,Newark Ave,Hamilton Park,29260,Customer,1988,30,Female
1809,Newark Ave,Exchange Place,33659,Subscriber,1980,38,Female
371,Newark Ave,Warren St,29471,Subscriber,1967,51,Male
1785,Newark Ave,Exchange Place,29228,Customer,1969,49,Unknown
324,Newark Ave,Newark Ave,33599,Customer,1969,49,Unknown
167,Newark Ave,Brunswick St,29283,Subscriber,1970,48,Male
